1.0 
ID x y z vol q0 q1 q2 q3 

1	0	0	0	0	-0.26494	-0.35251	-0.36702	-0.81905
2	0	0	0	0	-0.59592	-0.4249	0.096769	-0.67452
3	0	0	0	0	-0.49312	-0.52199	0.077918	-0.69158
4	0	0	0	0	-0.8678	-0.48225	0.058017	-0.10486
5	0	0	0	0	-0.49181	-0.54509	0.21593	-0.64372
6	0	0	0	0	-0.43646	-0.58459	0.033042	-0.68313
7	0	0	0	0	-0.25939	-0.31215	-0.5224	-0.74992
8	0	0	0	0	-0.53481	-0.56336	-0.039641	-0.62851
9	0	0	0	0	-0.60303	-0.50342	0.082213	-0.61332
10	0	0	0	0	-0.27203	-0.30914	-0.58141	-0.7017
11	0	0	0	0	-0.71236	-0.62841	-0.16158	-0.26747
12	0	0	0	0	-0.46184	-0.4228	-0.049593	-0.77813
13	0	0	0	0	-0.51704	-0.49525	-0.0076503	-0.6981
14	0	0	0	0	-0.26787	-0.49733	-0.2478	-0.78709
15	0	0	0	0	-0.23929	-0.36276	-0.38354	-0.81489
16	0	0	0	0	-0.26474	-0.26033	-0.55624	-0.74346
17	0	0	0	0	-0.37908	-0.47741	0.026775	-0.79226
18	0	0	0	0	-0.33264	-0.563	0.15508	-0.7405
19	0	0	0	0	-0.859	-0.1948	0.081486	-0.4664
20	0	0	0	0	-0.65135	-0.39217	-0.049056	-0.64772
21	0	0	0	0	-0.32451	-0.53912	-0.091524	-0.77179
22	0	0	0	0	-0.57368	-0.48288	0.062159	-0.65867
23	0	0	0	0	-0.23382	-0.5688	-0.017378	-0.78835
24	0	0	0	0	-0.54374	-0.45372	-0.21491	-0.67254
25	0	0	0	0	-0.63515	-0.48207	0.13242	-0.58878
26	0	0	0	0	-0.36712	-0.61195	0.19801	-0.67196
27	0	0	0	0	-0.46802	-0.46807	0.041856	-0.74841
28	0	0	0	0	-0.58208	-0.57515	0.038453	-0.57351
29	0	0	0	0	-0.31767	-0.57	0.22902	-0.72231
30	0	0	0	0	-0.50448	-0.45364	-0.038931	-0.73361
31	0	0	0	0	-0.31605	-0.53225	-0.25205	-0.74384
32	0	0	0	0	-0.49199	-0.4774	0.057984	-0.72572
33	0	0	0	0	-0.27597	-0.62243	0.19089	-0.7071
34	0	0	0	0	-0.38267	-0.35645	-0.15285	-0.83854
35	0	0	0	0	-0.36132	-0.58249	0.15211	-0.71205
36	0	0	0	0	-0.76468	-0.36315	0.10723	-0.52143
37	0	0	0	0	-0.19637	-0.56665	0.014739	-0.80008
38	0	0	0	0	-0.38685	-0.54041	-0.011462	-0.74711
39	0	0	0	0	-0.65878	-0.3916	0.090624	-0.63596
40	0	0	0	0	-0.26367	-0.23563	-0.59696	-0.72013
41	0	0	0	0	-0.48699	-0.56339	-0.061751	-0.66454
42	0	0	0	0	-0.55167	-0.47706	-0.038593	-0.68308
43	0	0	0	0	-0.59127	-0.53467	0.1049	-0.59458
44	0	0	0	0	-0.4935	-0.52797	0.062863	-0.6883
45	0	0	0	0	-0.59373	-0.44376	0.093961	-0.66463
46	0	0	0	0	-0.28603	-0.3679	-0.34931	-0.81291
47	0	0	0	0	-0.55202	-0.42088	-0.086355	-0.71462
48	0	0	0	0	-0.19532	-0.3191	-0.44793	-0.81202
49	0	0	0	0	-0.69658	-0.61907	-0.23368	-0.27734
50	0	0	0	0	-0.26679	-0.32449	-0.48942	-0.76419
51	0	0	0	0	-0.46374	-0.55555	0.11076	-0.68121
52	0	0	0	0	-0.78933	-0.43999	0.030381	-0.42714
53	0	0	0	0	-0.83753	-0.2717	0.068699	-0.46904
54	0	0	0	0	-0.35608	-0.48583	-0.30957	-0.73576
55	0	0	0	0	-0.42893	-0.52879	0.12641	-0.7214
56	0	0	0	0	-0.5065	-0.5236	0.12537	-0.67349
57	0	0	0	0	-0.70753	-0.52434	0.24322	-0.4066
58	0	0	0	0	-0.51813	-0.47399	-0.083535	-0.70703
59	0	0	0	0	-0.44078	-0.49087	0.10918	-0.74353
60	0	0	0	0	-0.41969	-0.51216	-0.13805	-0.73654
61	0	0	0	0	-0.7767	-0.45681	0.12185	-0.4162
62	0	0	0	0	-0.35708	-0.57589	0.16025	-0.71776
63	0	0	0	0	-0.55773	-0.52067	0.13849	-0.6314
64	0	0	0	0	-0.59502	-0.30463	-0.07117	-0.74033
65	0	0	0	0	-0.65484	-0.32328	0.097819	-0.6761
66	0	0	0	0	-0.24135	-0.15175	-0.48322	-0.82778
67	0	0	0	0	-0.30039	-0.62038	0.094654	-0.71829
68	0	0	0	0	-0.47962	-0.44582	0.042456	-0.75459
69	0	0	0	0	-0.34183	-0.48647	0.15394	-0.78918
70	0	0	0	0	-0.47063	-0.42289	0.0063479	-0.77436
71	0	0	0	0	-0.49955	-0.5422	0.039198	-0.67449
72	0	0	0	0	-0.24741	-0.27515	-0.52799	-0.7644
73	0	0	0	0	-0.49984	-0.49826	-0.0017827	-0.70844
74	0	0	0	0	-0.65571	-0.3031	-0.061006	-0.6888
75	0	0	0	0	-0.39172	-0.53109	0.28704	-0.69434
76	0	0	0	0	-0.65642	-0.60875	-0.25091	-0.36822
77	0	0	0	0	-0.38216	-0.53444	-0.19505	-0.72821
78	0	0	0	0	-0.54924	-0.56786	0.082285	-0.60754
79	0	0	0	0	-0.19482	-0.30145	-0.40099	-0.84284
80	0	0	0	0	-0.54316	-0.48527	0.10328	-0.67737
81	0	0	0	0	-0.79885	-0.27326	0.067979	-0.53156
82	0	0	0	0	-0.30757	-0.63278	0.19304	-0.6839
83	0	0	0	0	-0.79067	-0.37776	0.18736	-0.44389
84	0	0	0	0	-0.48512	-0.4927	-0.018152	-0.72221
85	0	0	0	0	-0.28926	-0.36894	-0.36161	-0.80588
86	0	0	0	0	-0.29711	-0.32418	-0.57287	-0.69171
87	0	0	0	0	-0.38433	-0.61967	0.066169	-0.68111
88	0	0	0	0	-0.45386	-0.51425	0.024027	-0.72731
89	0	0	0	0	-0.6321	-0.45421	0.18259	-0.60068
90	0	0	0	0	-0.40446	-0.48784	-0.18419	-0.75133
91	0	0	0	0	-0.62436	-0.48594	0.046576	-0.60982
92	0	0	0	0	-0.54307	-0.51096	0.037657	-0.66527
93	0	0	0	0	-0.2812	-0.25613	-0.59962	-0.70412
94	0	0	0	0	-0.58109	-0.12395	-0.061356	-0.802
95	0	0	0	0	-0.41624	-0.34116	-0.037032	-0.84201
96	0	0	0	0	-0.62527	-0.26926	-0.16897	-0.71273
97	0	0	0	0	-0.3354	-0.54231	-0.067837	-0.76733
98	0	0	0	0	-0.45731	-0.49997	0.02196	-0.73513
99	0	0	0	0	-0.33094	-0.63443	0.21228	-0.66552
100	0	0	0	0	-0.29968	-0.30482	-0.55343	-0.71483
101	0	0	0	0	-0.56569	-0.51037	0.030724	-0.64698
102	0	0	0	0	-0.44868	-0.18056	-0.24119	-0.84137
103	0	0	0	0	-0.51265	-0.045835	0.01418	-0.85726
104	0	0	0	0	-0.54599	-0.65249	0.10603	-0.51469
105	0	0	0	0	-0.42042	-0.44029	-0.32896	-0.72193
106	0	0	0	0	-0.57797	-0.49158	-0.00931	-0.65132
107	0	0	0	0	-0.18663	-0.38189	-0.31531	-0.84848
108	0	0	0	0	-0.50847	-0.51456	0.092862	-0.68415
109	0	0	0	0	-0.18104	-0.39557	-0.20099	-0.8777
110	0	0	0	0	-0.53473	-0.46462	0.076417	-0.70168
111	0	0	0	0	-0.71179	-0.38636	0.14442	-0.56852
112	0	0	0	0	-0.61678	-0.61636	-0.24765	-0.42232
113	0	0	0	0	-0.53307	-0.60911	0.035495	-0.58614
114	0	0	0	0	-0.27251	-0.43879	-0.37982	-0.76742
115	0	0	0	0	-0.43012	-0.45458	-0.015636	-0.77981
116	0	0	0	0	-0.37509	-0.60679	0.22868	-0.66243
117	0	0	0	0	-0.70963	-0.47369	-0.0035964	-0.52156
118	0	0	0	0	-0.79674	-0.34371	0.14191	-0.47637
119	0	0	0	0	-0.68867	-0.39734	0.20267	-0.57164
120	0	0	0	0	-0.65883	-0.63533	-0.25386	-0.31283
121	0	0	0	0	-0.20791	-0.30403	-0.48788	-0.79139
122	0	0	0	0	-0.53426	-0.45145	-0.070654	-0.71118
123	0	0	0	0	-0.37836	-0.56702	-0.0058886	-0.73164
124	0	0	0	0	-0.46101	-0.47457	0.14881	-0.73492
125	0	0	0	0	-0.4684	-0.51135	0.07082	-0.71701
126	0	0	0	0	-0.61974	-0.2642	-0.15737	-0.72205
127	0	0	0	0	-0.66928	-0.46968	0.017551	-0.57546
128	0	0	0	0	-0.64548	-0.52108	-0.02927	-0.55765
129	0	0	0	0	-0.45092	-0.49076	0.080233	-0.7412
130	0	0	0	0	-0.79696	-0.32996	0.17804	-0.47358
131	0	0	0	0	-0.6392	-0.19268	-0.081905	-0.74
132	0	0	0	0	-0.11362	-0.58199	-0.047183	-0.80384
133	0	0	0	0	-0.82835	-0.28591	0.053041	-0.47883
134	0	0	0	0	-0.75065	-0.4784	0.024025	-0.45506
135	0	0	0	0	-0.20435	-0.34033	-0.38965	-0.83101
136	0	0	0	0	-0.42942	-0.53786	0.06385	-0.72265
137	0	0	0	0	-0.69397	-0.65022	-0.15006	-0.27036
138	0	0	0	0	-0.30866	-0.45661	-0.38785	-0.73879
139	0	0	0	0	-0.35545	-0.53001	-0.1854	-0.74724
140	0	0	0	0	-0.61116	-0.48849	0.12406	-0.6103
141	0	0	0	0	-0.64135	-0.52649	-0.010063	-0.55801
142	0	0	0	0	-0.19522	-0.12947	-0.33303	-0.91336
143	0	0	0	0	-0.26684	-0.33907	-0.32859	-0.84015
144	0	0	0	0	-0.63428	-0.62452	-0.29561	-0.34682
